TreatmentID;PeriodType;PeriodNo;Id;Name;Group;Role;Profit;ProfitTotal;Payment;PaymentTotal;black;red;choice;pick;ProfitTotalNow
4;payment;1;71;;1;;21;21;21;600;10;10;B;blue;21
4;payment;1;25;;0;;-3;-3;-3;477;10;10;B;yellow;-3
4;payment;1;29;;1;;-6;-6;-6;474;10;10;A;black;-6
4;payment;1;21;;1;;-3;-3;-3;771;10;10;B;yellow;-3
4;payment;1;34;;1;;-6;-6;-6;405;10;10;A;black;-6
4;payment;1;56;;1;;-6;-6;-6;537;10;10;A;black;-6
4;payment;1;57;;1;;-6;-6;-6;477;10;10;A;black;-6
4;payment;1;60;;0;;-6;-6;-6;825;10;10;A;black;-6
4;payment;1;42;;0;;-6;-6;-6;447;10;10;A;black;-6
4;payment;1;15;;1;;-3;-3;-3;480;10;10;B;yellow;-3
4;payment;1;13;;1;;30;30;30;465;10;10;A;red;30
4;payment;1;67;;0;;-3;-3;-3;429;10;10;B;yellow;-3
4;payment;1;4;;0;;-3;-3;-3;456;10;10;B;yellow;-3
4;payment;1;18;;0;;21;21;21;396;10;10;B;blue;21
4;payment;1;6;;0;;-6;-6;-6;441;10;10;A;black;-6
4;payment;1;17;;0;;0;0;0;480;10;10;TIMEOUT;;0
4;payment;1;55;;0;;-6;-6;-6;378;10;10;A;black;-6
4;payment;1;54;;1;;-3;-3;-3;591;10;10;B;yellow;-3
4;payment;1;14;;1;;30;30;30;222;10;10;A;red;30
4;payment;1;33;;1;;-6;-6;-6;492;10;10;A;black;-6
4;payment;1;65;;1;;-6;-6;-6;834;10;10;A;black;-6
4;payment;1;68;;1;;21;21;21;465;10;10;B;blue;21
4;payment;1;7;;1;;30;30;30;582;10;10;A;red;30
4;payment;1;5;;0;;-3;-3;-3;414;10;10;B;yellow;-3
4;payment;1;58;;1;;30;30;30;633;10;10;A;red;30
4;payment;1;41;;0;;-6;-6;-6;372;10;10;A;black;-6
4;payment;1;47;;1;;-3;-3;-3;357;10;10;B;yellow;-3
4;payment;1;10;;1;;21;21;21;573;10;10;B;blue;21
4;payment;1;3;;1;;21;21;21;501;10;10;B;blue;21
4;payment;1;39;;1;;30;30;30;474;10;10;A;red;30
4;payment;1;28;;1;;21;21;21;504;10;10;B;blue;21
4;payment;1;2;;0;;30;30;30;567;10;10;A;red;30
4;payment;1;8;;1;;-6;-6;-6;528;10;10;A;black;-6
4;payment;1;20;;1;;-6;-6;-6;234;10;10;A;black;-6
4;payment;1;70;;0;;-6;-6;-6;459;10;10;A;black;-6
4;payment;1;44;;1;;-6;-6;-6;540;10;10;A;black;-6
4;payment;1;40;;0;;-3;-3;-3;411;10;10;B;yellow;-3
4;payment;1;43;;0;;-3;-3;-3;426;10;10;B;yellow;-3
4;payment;1;69;;0;;-3;-3;-3;360;10;10;B;yellow;-3
4;payment;1;12;;1;;21;21;21;480;10;10;B;blue;21
4;payment;1;35;;0;;21;21;21;573;10;10;B;blue;21
4;payment;1;64;;0;;30;30;30;399;10;10;A;red;30
4;payment;1;16;;0;;-3;-3;-3;477;10;10;B;yellow;-3
